vidOrDataOrNeutral,eventType,hiddenValue,numTimesOccured,numOfVideos,avgNumTimesPerVideo
neutral,START,neutral,814.0,109,7.467889908256881
neutral,CANCEL,neutral,10.0,109,0.09174311926605505
neutral,DELETE,neutral,39.0,109,0.3577981651376147
neutral,PLAY,neutral,721.0,109,6.614678899082569
neutral,CHANGEEVENTTYPE,neutral,16.0,109,0.14678899082568808
neutral,PEEK,neutral,2.0,109,0.01834862385321101
neutral,PAUSE,neutral,765.0,109,7.018348623853211
