vidOrDataOrNeutral,eventType,hiddenValue,numTimesOccured,numOfVideos,avgNumTimesPerVideo
video,ENDvideo,video,159.0,109,1.4587155963302751
video,JUMPvideo,video,0.0,109,0.0
video,SCRUBvideo,video,102.0,109,0.9357798165137615
video,CHANGEPLAYBACKRATE,video,103.0,109,0.944954128440367
video,SKIP,video,1016.0,109,9.321100917431192
