pil,JUMPdata,283.0,141,2.00709219858156
pil,JUMPdata,283.0,141,2.00709219858156,run,SCRUBdata,6058.0,167,36.275449101796404
pil,JUMPdata,283.0,141,2.00709219858156,run,SCRUBdata,6058.0,167,36.275449101796404,run,JUMPdata,266.0,167,1.592814371257485
pil,JUMPdata,283.0,141,2.00709219858156,run,SCRUBdata,6058.0,167,36.275449101796404,run,JUMPdata,266.0,167,1.592814371257485,pil,SCRUBdata,5576.0,141,39.54609929078014
