none,0.125,0,0.25,0,0.625,0,running
none,0.375,0,0.625,0,0,0,running
none,0.25,0,0.375,0,0.375,0,running
none,0.125,0,0.75,0,0.125,0,running
none,0.5,0,0.5,0,0,0,running
none,0.625,0,0.375,0,0,0,running
none,0.25,0,0.625,0.125,0,0.125,running
none,0.25,0,0.375,0,0.375,0,running
none,0,0,0.375,0,0.625,0,running
none,0.25,0,0.75,0,0,0,running
none,1,0,0,0,0,0,running
none,0.875,0,0.125,0,0,0,running
video,0,0.5,0,0.5,0,1,running
video,0,0.375,0,0.625,0,1,running
video,0.625,0,0.375,0,0,0,running
video,0.75,0,0.25,0,0,0,running
video,0.375,0,0.625,0,0,0,running
video,0.375,0,0.625,0,0,0,running
video,0,0,1,0,0,0,running
video,0.75,0,0.25,0,0,0,running
video,0,0,1,0,0,0,running
video,0.25,0,0.75,0,0,0,running
video,0.875,0,0.125,0,0,0,running
video,0.5,0,0.5,0,0,0,running
data,0.125,0,0.375,0,0.5,0,running
data,0.375,0,0,0,0.625,0,running
data,0.25,0,0.125,0,0.625,0,running
data,0.25,0,0,0,0.75,0,running
data,0.5,0,0,0,0.5,0,running
data,0.375,0,0.125,0,0.5,0,running
data,0,0,0.25,0,0.75,0,running
data,0.5,0,0,0,0.5,0,running
data,0.25,0,0.125,0,0.625,0,running
data,0,0,0.25,0,0.75,0,running
data,0.375,0,0.125,0,0.5,0,running
data,0.375,0,0.125,0,0.5,0,running
none,0.5,0,0.25,0,0.25,0,pills
none,0.5,0,0.25,0,0.25,0,pills
none,0.875,0,0.125,0,0,0,pills
none,0.875,0,0.125,0,0,0,pills
none,0.875,0,0.125,0,0,0,pills
none,0.875,0,0.125,0,0,0,pills
none,0.75,0,0.25,0,0,0,pills
none,0.875,0,0.125,0,0,0,pills
none,1,0,0,0,0,0,pills
none,0.5,0,0.5,0,0,0,pills
none,1,0,0,0,0,0,pills
none,1,0,0,0,0,0,pills
video,0.5,0,0.5,0,0,0,pills
video,0.8333333333,0,0,0.1666666667,0,0.1666666667,pills
video,0.3333333333,0,0.1666666667,0,0.5,0,pills
video,1,0,0,0,0,0,pills
video,0.5,0,0.5,0,0,0,pills
video,0.8333333333,0,0.1666666667,0,0,0,pills
video,0.3333333333,0,0.6666666667,0,0,0,pills
video,0.5,0,0.1666666667,0,0.3333333333,0,pills
video,0.8333333333,0,0.1666666667,0,0,0,pills
video,0.5,0,0.5,0,0,0,pills
video,0.6666666667,0,0,0,0.3333333333,0,pills
video,0.5,0,0.1666666667,0,0.3333333333,0,pills
data,0,0,0.5,0,0.5,0,pills
data,0,0,0.875,0,0.125,0,pills
data,0,0,0.75,0,0.25,0,pills
data,0.25,0,0.25,0,0.5,0,pills
data,0.5,0,0.125,0,0.375,0,pills
data,0.125,0,0.75,0,0.125,0,pills
data,0,0,0.5,0,0.5,0,pills
data,0,0,1,0,0,0,pills
data,0,0,0.5,0,0.5,0,pills
data,0,0,1,0,0,0,pills
data,0.25,0,0.5,0,0.25,0,pills
data,0,0,0.625,0,0.375,0,pills
video,0.625,0,0.375,0,0,0,after-distraction
video,0,0,0.125,0.875,0,0.875,after-distraction
video,0.75,0,0.25,0,0,0,after-distraction
video,0.75,0,0.125,0.125,0,0.125,after-distraction
video,0.75,0,0.25,0,0,0,after-distraction
video,0.5,0,0.5,0,0,0,after-distraction
video,0,0,0,1,0,1,after-distraction
video,0.875,0,0.125,0,0,0,after-distraction
video,0.125,0,0.875,0,0,0,after-distraction
video,0.375,0,0.625,0,0,0,after-distraction
video,0.875,0,0.125,0,0,0,after-distraction
video,0.625,0,0.375,0,0,0,after-distraction
none,0.375,0.125,0,0,0.5,0.125,running
none,0.375,0,0.25,0,0.375,0,running
none,0.5,0,0.125,0,0.375,0,running
none,0.5,0,0.125,0,0.375,0,running
none,0.125,0,0,0,0.875,0,running
none,0,0,0.375,0.25,0.5,0.25,running
none,0.25,0,0.75,0,0,0,running
none,0.375,0,0.375,0,0.25,0,running
none,0.375,0,0.5,0,0.125,0,running
none,0.25,0,0.5,0,0.25,0,running
none,0.875,0,0.125,0,0,0,running
none,0.25,0,0.25,0,0.5,0,running
data,0.125,0,0.125,0,0.75,0,running
data,0.125,0,0.125,0,0.75,0,running
data,0.125,0,0.375,0,0.5,0,running
data,0.125,0,0.125,0,0.75,0,running
data,0,0,0,0,1,0,running
data,0,0.125,0.125,0.125,0.75,0.25,running
data,0,0,0.375,0,0.625,0,running
data,0,0,0.25,0,0.75,0,running
data,0,0,0.25,0,0.75,0,running
data,0.125,0,0.125,0,0.75,0,running
data,0.125,0,0.125,0,0.75,0,running
data,0.125,0,0.125,0,0.75,0,running
video,0.625,0,0.375,0,0,0,running
video,0.875,0,0.125,0,0,0,running
video,0.875,0,0,0,0.125,0,running
video,0.375,0,0.625,0,0,0,running
video,0.125,0.125,0,0,0.75,0.125,running
video,0.375,0,0.625,0,0,0,running
video,0.625,0,0.375,0,0,0,running
video,1,0,0,0,0,0,running
video,0.625,0,0.375,0,0,0,running
video,0,0.25,0,0.75,0,1,running
video,1,0,0,0,0,0,running
video,0.25,0,0.375,0.125,0.25,0.125,running
none,0.75,0,0,0,0.25,0,pills
none,0.75,0,0.25,0,0,0,pills
none,0.625,0,0,0,0.375,0,pills
none,0.75,0,0.25,0,0,0,pills
none,0.125,0,0,0,0.875,0,pills
none,0.125,0,0.75,0,0.125,0,pills
none,1,0,0,0,0,0,pills
none,1,0,0,0,0,0,pills
none,0.875,0.125,0,0,0,0.125,pills
none,0.25,0,0.125,0,0.625,0,pills
none,1,0,0,0,0,0,pills
none,0,0.125,0.625,0,0.25,0.125,pills
data,0.3333333333,0,0,0,0.6666666667,0,pills
data,0,0,0.5,0,0.5,0,pills
data,0.3333333333,0,0.1666666667,0,0.5,0,pills
data,0.3333333333,0,0.3333333333,0,0.3333333333,0,pills
data,0.1666666667,0,0.3333333333,0,0.5,0,pills
data,0,0,0.5,0,0.5,0,pills
data,0.1666666667,0,0.6666666667,0,0.1666666667,0,pills
data,0.1666666667,0,0.3333333333,0,0.5,0,pills
data,0.3333333333,0,0.3333333333,0,0.3333333333,0,pills
data,0.1666666667,0,0.3333333333,0,0.5,0,pills
data,0.3333333333,0,0.1666666667,0,0.5,0,pills
data,0,0,0.8333333333,0,0.1666666667,0,pills
video,0.875,0.125,0,0,0,0.125,pills
video,0.5,0.5,0,0,0,0.5,pills
video,1,0,0,0,0,0,pills
video,0.875,0,0,0.125,0,0.125,pills
