run,SCRUBvideo,349.0,167,2.089820359281437
run,SCRUBvideo,349.0,167,2.089820359281437,pil,SCRUBvideo,362.0,141,2.5673758865248226
run,SCRUBvideo,349.0,167,2.089820359281437,pil,SCRUBvideo,362.0,141,2.5673758865248226,run,SCRUBdata,6058.0,167,36.275449101796404
run,SCRUBvideo,349.0,167,2.089820359281437,pil,SCRUBvideo,362.0,141,2.5673758865248226,run,SCRUBdata,6058.0,167,36.275449101796404,pil,SCRUBdata,5576.0,141,39.54609929078014
