run,JUMPdata,266.0,167,1.592814371257485
run,JUMPdata,266.0,167,1.592814371257485,run,JUMPvideo,0.0,167,0.0
run,JUMPdata,266.0,167,1.592814371257485,run,JUMPvideo,0.0,167,0.0,pil,JUMPdata,283.0,141,2.00709219858156
run,JUMPdata,266.0,167,1.592814371257485,run,JUMPvideo,0.0,167,0.0,pil,JUMPdata,283.0,141,2.00709219858156,pil,JUMPvideo,0.0,141,0.0
